1,オンライントーク会,8部 18:00～18:30,1月14日(日),応募期間:11/21~11/23　当落発表:11/30,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,1部 14:00～14:30,2月17日(土),応募期間:11/30~12/2　当落発表:12/9,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,2部 14:30～15:00,2月17日(土),応募期間:11/30~12/2　当落発表:12/9,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,3部 15:00～15:30,2月17日(土),応募期間:11/30~12/2　当落発表:12/9,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,4部 16:00～16:30,2月17日(土),応募期間:11/30~12/2　当落発表:12/9,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,5部 16:30～17:00,2月17日(土),応募期間:11/30~12/2　当落発表:12/9,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,6部 17:00～17:30,2月17日(土),応募期間:11/30~12/2　当落発表:12/9,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,7部 17:30～18:00,2月17日(土),応募期間:11/30~12/2　当落発表:12/9,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,8部 18:00～18:30,2月17日(土),応募期間:11/30~12/2　当落発表:12/9,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,1部 14:00～14:30,2月18日(日),応募期間:11/30~12/2　当落発表:12/9,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,2部 14:30～15:00,2月18日(日),応募期間:11/30~12/2　当落発表:12/9,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,3部 15:00～15:30,2月18日(日),応募期間:11/30~12/2　当落発表:12/9,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,4部 16:00～16:30,2月18日(日),応募期間:11/30~12/2　当落発表:12/9,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,5部 16:30～17:00,2月18日(日),応募期間:11/30~12/2　当落発表:12/9,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,6部 17:00～17:30,2月18日(日),応募期間:11/30~12/2　当落発表:12/9,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,7部 17:30～18:00,2月18日(日),応募期間:11/30~12/2　当落発表:12/9,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,8部 18:00～18:30,2月18日(日),応募期間:11/30~12/2　当落発表:12/9,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
2,グループサイン会 【関西】,1部 12:20～12:50,2月10日(土),応募期間:12/28~1/1　当落発表:1/10,2200,,全員
2,グループサイン会 【関西】,2部 13:10～13:40,2月10日(土),応募期間:1/10~1/12　当落発表:1/19,2200,,全員
2,グループサイン会 【関西】,3部 14:00～14:30,2月10日(土),応募期間:1/19~1/21　当落発表:1/29,2200,,全員
3,グループサイン会 【関東】,1部 12:20～12:50,2月25日(日),応募期間:12/28~1/1　当落発表:1/10,2200,,全員
3,グループサイン会 【関東】,2部 13:10～13:40,2月25日(日),応募期間:1/10~1/12　当落発表:1/19,2200,,全員
3,グループサイン会 【関東】,3部 14:00～14:30,2月25日(日),応募期間:1/19~1/21　当落発表:1/29,2200,,全員
4,個別サイン会 【関西】,1部 14:50～15:20,2月10日(土),応募期間:12/28~1/1　当落発表:1/10,1400,3枚セット,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
4,個別サイン会 【関西】,2部 15:30～16:00,2月10日(土),応募期間:1/10~1/12　当落発表:1/19,1400,3枚セット,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
4,個別サイン会 【関西】,3部 16:10～16:40,2月10日(土),応募期間:1/19~1/21　当落発表:1/29,1400,3枚セット,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
4,個別サイン会 【関東】,1部 14:50～15:20,2月25日(日),応募期間:12/28~1/1　当落発表:1/10,1400,3枚セット,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
4,個別サイン会 【関東】,2部 15:30～16:00,2月25日(日),応募期間:1/10~1/12　当落発表:1/19,1400,3枚セット,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
4,個別サイン会 【関東】,3部 16:10～16:40,2月25日(日),応募期間:1/19~1/21　当落発表:1/29,1400,3枚セット,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
5,個別名刺お渡し会 【関西】,1部 17:00～17:30,2月10日(土),応募期間:12/28~1/1　当落発表:1/10,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
5,個別名刺お渡し会 【関西】,2部 17:45～18:15,2月10日(土),応募期間:1/10~1/12　当落発表:1/19,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
5,個別名刺お渡し会 【関西】,3部 18:30～19:00,2月10日(土),応募期間:1/19~1/21　当落発表:1/29,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
5,個別名刺お渡し会 【関東】,1部 17:00～17:30,2月25日(日),応募期間:12/28~1/1　当落発表:1/10,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
5,個別名刺お渡し会 【関東】,2部 17:45～18:15,2月25日(日),応募期間:1/10~1/12　当落発表:1/19,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
5,個別名刺お渡し会 【関東】,3部 18:30～19:00,2月25日(日),応募期間:1/19~1/21　当落発表:1/29,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
6,ハイタッチ会 【関西】(楽天),1部 19:20～,2月10日(土),応募期間:1/10~1/16　当落発表:1/23,1400,,全員
6,ハイタッチ会 【関西】(楽天),2部 19:55～,2月10日(土),応募期間:1/23~1/28　当落発表:2/2,1400,,全員
6,ハイタッチ会 【関東】(楽天),1部 19:20～,2月25日(日),応募期間:1/10~1/16　当落発表:1/23,1400,,全員
6,ハイタッチ会 【関東】(楽天),2部 19:55～,2月25日(日),応募期間:1/23~1/28　当落発表:2/2,1400,,全員
